MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
CLPRK,MO,2019,22.335,Missouri,116.985714,177,3478408
CLPRP,MO,2019,189,Missouri,116.985714,177,3478408
COPRK,MO,2019,5.698,Missouri,116.985714,177,3478408
EMFDB,MO,2019,37578,Missouri,116.985714,177,3478408
ENPRP,MO,2019,6597,Missouri,116.985714,177,3478408
GETCB,MO,2019,352,Missouri,116.985714,177,3478408
HYTCB,MO,2019,19733,Missouri,116.985714,177,3478408
NCPRB,MO,2019,49069,Missouri,116.985714,177,3478408
NGMPB,MO,2019,1,Missouri,116.985714,177,3478408
NGMPK,MO,2019,1.024,Missouri,116.985714,177,3478408
NGMPP,MO,2019,1,Missouri,116.985714,177,3478408
NUETB,MO,2019,95961,Missouri,116.985714,177,3478408
PAPRB,MO,2019,484,Missouri,116.985714,177,3478408
PAPRP,MO,2019,85,Missouri,116.985714,177,3478408
REPRB,MO,2019,140354,Missouri,116.985714,177,3478408
SOTCB,MO,2019,3534,Missouri,116.985714,177,3478408
TEPRB,MO,2019,241027,Missouri,116.985714,177,3478408
TETCB,MO,2019,1805708,Missouri,116.985714,177,3478408
WDEXB,MO,2019,0,Missouri,116.985714,177,3478408
WDPRB,MO,2019,24120,Missouri,116.985714,177,3478408
WDTCB,MO,2019,24120,Missouri,116.985714,177,3478408
WSTCB,MO,2019,3946,Missouri,116.985714,177,3478408
WWPRB,MO,2019,28066,Missouri,116.985714,177,3478408
WYTCB,MO,2019,25450,Missouri,116.985714,177,3478408
BDFDB,MS,2019,5811,Mississippi,62.54458802,269,2609443
BDPRP,MS,2019,1070,Mississippi,62.54458802,269,2609443
BFFDB,MS,2019,5811,Mississippi,62.54458802,269,2609443
BFPRP,MS,2019,1070,Mississippi,62.54458802,269,2609443
CLPRB,MS,2019,28423,Mississippi,62.54458802,269,2609443
CLPRK,MS,2019,10.537,Mississippi,62.54458802,269,2609443
CLPRP,MS,2019,2697,Mississippi,62.54458802,269,2609443
COPRK,MS,2019,5.698,Mississippi,62.54458802,269,2609443
EMFDB,MS,2019,0,Mississippi,62.54458802,269,2609443
ENPRP,MS,2019,0,Mississippi,62.54458802,269,2609443
GETCB,MS,2019,958,Mississippi,62.54458802,269,2609443
HYTCB,MS,2019,0,Mississippi,62.54458802,269,2609443
NCPRB,MS,2019,3966,Mississippi,62.54458802,269,2609443
NGMPB,MS,2019,34280,Mississippi,62.54458802,269,2609443
NGMPK,MS,2019,1.029,Mississippi,62.54458802,269,2609443
NGMPP,MS,2019,33307,Mississippi,62.54458802,269,2609443
NUETB,MS,2019,115202,Mississippi,62.54458802,269,2609443
PAPRB,MS,2019,96171,Mississippi,62.54458802,269,2609443
PAPRP,MS,2019,16878,Mississippi,62.54458802,269,2609443
REPRB,MS,2019,66401,Mississippi,62.54458802,269,2609443
SOTCB,MS,2019,3007,Mississippi,62.54458802,269,2609443
TEPRB,MS,2019,340476,Mississippi,62.54458802,269,2609443
TETCB,MS,2019,1093230,Mississippi,62.54458802,269,2609443
WDEXB,MS,2019,8278,Mississippi,62.54458802,269,2609443
WDPRB,MS,2019,55062,Mississippi,62.54458802,269,2609443
WDTCB,MS,2019,46784,Mississippi,62.54458802,269,2609443
WSTCB,MS,2019,1563,Mississippi,62.54458802,269,2609443
WWPRB,MS,2019,56625,Mississippi,62.54458802,269,2609443
WYTCB,MS,2019,0,Mississippi,62.54458802,269,2609443
BDFDB,MT,2019,1,Montana,32.28539515,61,618074
BDPRP,MT,2019,0,Montana,32.28539515,61,618074
BFFDB,MT,2019,1,Montana,32.28539515,61,618074
BFPRP,MT,2019,0,Montana,32.28539515,61,618074
CLPRB,MT,2019,608890,Montana,32.28539515,61,618074
CLPRK,MT,2019,17.666,Montana,32.28539515,61,618074
CLPRP,MT,2019,34468,Montana,32.28539515,61,618074
COPRK,MT,2019,5.698,Montana,32.28539515,61,618074
EMFDB,MT,2019,0,Montana,32.28539515,61,618074
ENPRP,MT,2019,0,Montana,32.28539515,61,618074
GETCB,MT,2019,337,Montana,32.28539515,61,618074
HYTCB,MT,2019,89090,Montana,32.28539515,61,618074
NCPRB,MT,2019,111051,Montana,32.28539515,61,618074
NGMPB,MT,2019,47967,Montana,32.28539515,61,618074
NGMPK,MT,2019,1.102,Montana,32.28539515,61,618074
NGMPP,MT,2019,43534,Montana,32.28539515,61,618074
NUETB,MT,2019,0,Montana,32.28539515,61,618074
PAPRB,MT,2019,130946,Montana,32.28539515,61,618074
PAPRP,MT,2019,22981,Montana,32.28539515,61,618074
REPRB,MT,2019,129217,Montana,32.28539515,61,618074
SOTCB,MT,2019,489,Montana,32.28539515,61,618074
TEPRB,MT,2019,917020,Montana,32.28539515,61,618074
TETCB,MT,2019,445912,Montana,32.28539515,61,618074
WDEXB,MT,2019,0,Montana,32.28539515,61,618074
WDPRB,MT,2019,17772,Montana,32.28539515,61,618074
WDTCB,MT,2019,17772,Montana,32.28539515,61,618074
WSTCB,MT,2019,393,Montana,32.28539515,61,618074
WWPRB,MT,2019,18165,Montana,32.28539515,61,618074
WYTCB,MT,2019,21135,Montana,32.28539515,61,618074
BDFDB,NC,2019,188,North Carolina,122.6043034,115,126884709
BDPRP,NC,2019,35,North Carolina,122.6043034,115,126884709
BFFDB,NC,2019,188,North Carolina,122.6043034,115,126884709
BFPRP,NC,2019,35,North Carolina,122.6043034,115,126884709
CLPRB,NC,2019,0,North Carolina,122.6043034,115,126884709
CLPRK,NC,2019,0,North Carolina,122.6043034,115,126884709
CLPRP,NC,2019,0,North Carolina,122.6043034,115,126884709
COPRK,NC,2019,0,North Carolina,122.6043034,115,126884709
EMFDB,NC,2019,0,North Carolina,122.6043034,115,126884709
ENPRP,NC,2019,0,North Carolina,122.6043034,115,126884709
GETCB,NC,2019,967,North Carolina,122.6043034,115,126884709
HYTCB,NC,2019,55084,North Carolina,122.6043034,115,126884709
NCPRB,NC,2019,129772,North Carolina,122.6043034,115,126884709
NGMPB,NC,2019,0,North Carolina,122.6043034,115,126884709
NGMPK,NC,2019,0,North Carolina,122.6043034,115,126884709
NGMPP,NC,2019,0,North Carolina,122.6043034,115,126884709
NUETB,NC,2019,437683,North Carolina,122.6043034,115,126884709
PAPRB,NC,2019,0,North Carolina,122.6043034,115,126884709
PAPRP,NC,2019,0,North Carolina,122.6043034,115,126884709
REPRB,NC,2019,254022,North Carolina,122.6043034,115,126884709
SOTCB,NC,2019,69062,North Carolina,122.6043034,115,126884709
TEPRB,NC,2019,691705,North Carolina,122.6043034,115,126884709
TETCB,NC,2019,2656262,North Carolina,122.6043034,115,126884709
WDEXB,NC,2019,19912,North Carolina,122.6043034,115,126884709
WDPRB,NC,2019,113628,North Carolina,122.6043034,115,126884709
WDTCB,NC,2019,93716,North Carolina,122.6043034,115,126884709
WSTCB,NC,2019,10433,North Carolina,122.6043034,115,126884709
WWPRB,NC,2019,124061,North Carolina,122.6043034,115,126884709
WYTCB,NC,2019,4659,North Carolina,122.6043034,115,126884709
BDFDB,ND,2019,9718,North Dakota,57.15288871,18,759349
BDPRP,ND,2019,1789,North Dakota,57.15288871,18,759349
BFFDB,ND,2019,80390,North Dakota,57.15288871,18,759349
BFPRP,ND,2019,14196,North Dakota,57.15288871,18,759349
CLPRB,ND,2019,361946,North Dakota,57.15288871,18,759349
CLPRK,ND,2019,13.407,North Dakota,57.15288871,18,759349
CLPRP,ND,2019,26997,North Dakota,57.15288871,18,759349
COPRK,ND,2019,5.698,North Dakota,57.15288871,18,759349
EMFDB,ND,2019,70672,North Dakota,57.15288871,18,759349
ENPRP,ND,2019,12407,North Dakota,57.15288871,18,759349
GETCB,ND,2019,978,North Dakota,57.15288871,18,759349
HYTCB,ND,2019,28312,North Dakota,57.15288871,18,759349
NCPRB,ND,2019,129152,North Dakota,57.15288871,18,759349
NGMPB,ND,2019,1187235,North Dakota,57.15288871,18,759349
NGMPK,ND,2019,1.395,North Dakota,57.15288871,18,759349
NGMPP,ND,2019,850826,North Dakota,57.15288871,18,759349
NUETB,ND,2019,0,North Dakota,57.15288871,18,759349
PAPRB,ND,2019,2949752,North Dakota,57.15288871,18,759349
PAPRP,ND,2019,517682,North Dakota,57.15288871,18,759349
REPRB,ND,2019,211395,North Dakota,57.15288871,18,759349
SOTCB,ND,2019,11,North Dakota,57.15288871,18,759349
TEPRB,ND,2019,4710328,North Dakota,57.15288871,18,759349
TETCB,ND,2019,683875,North Dakota,57.15288871,18,759349
WDEXB,ND,2019,0,North Dakota,57.15288871,18,759349
WDPRB,ND,2019,839,North Dakota,57.15288871,18,759349
WDTCB,ND,2019,839,North Dakota,57.15288871,18,759349
WSTCB,ND,2019,1014,North Dakota,57.15288871,18,759349
WWPRB,ND,2019,1853,North Dakota,57.15288871,18,759349
WYTCB,ND,2019,99852,North Dakota,57.15288871,18,759349
BDFDB,NE,2019,3159,Nebraska,50.47008377,206,2293019
BDPRP,NE,2019,581,Nebraska,50.47008377,206,2293019
BFFDB,NE,2019,288633,Nebraska,50.47008377,206,2293019
BFPRP,NE,2019,50698,Nebraska,50.47008377,206,2293019
CLPRB,NE,2019,0,Nebraska,50.47008377,206,2293019
CLPRK,NE,2019,0,Nebraska,50.47008377,206,2293019
CLPRP,NE,2019,0,Nebraska,50.47008377,206,2293019
COPRK,NE,2019,5.698,Nebraska,50.47008377,206,2293019
EMFDB,NE,2019,285474,Nebraska,50.47008377,206,2293019
ENPRP,NE,2019,50117,Nebraska,50.47008377,206,2293019
GETCB,NE,2019,1212,Nebraska,50.47008377,206,2293019
HYTCB,NE,2019,11935,Nebraska,50.47008377,206,2293019
NCPRB,NE,2019,77807,Nebraska,50.47008377,206,2293019
NGMPB,NE,2019,411,Nebraska,50.47008377,206,2293019
NGMPK,NE,2019,1.07,Nebraska,50.47008377,206,2293019
NGMPP,NE,2019,384,Nebraska,50.47008377,206,2293019
NUETB,NE,2019,72589,Nebraska,50.47008377,206,2293019
PAPRB,NE,2019,10883,Nebraska,50.47008377,206,2293019
PAPRP,NE,2019,1910,Nebraska,50.47008377,206,2293019
REPRB,NE,2019,371935,Nebraska,50.47008377,206,2293019
SOTCB,NE,2019,446,Nebraska,50.47008377,206,2293019
TEPRB,NE,2019,455818,Nebraska,50.47008377,206,2293019
TETCB,NE,2019,907219,Nebraska,50.47008377,206,2293019
WDEXB,NE,2019,0,Nebraska,50.47008377,206,2293019
WDPRB,NE,2019,3699,Nebraska,50.47008377,206,2293019
WDTCB,NE,2019,3699,Nebraska,50.47008377,206,2293019
WSTCB,NE,2019,1796,Nebraska,50.47008377,206,2293019
WWPRB,NE,2019,5495,Nebraska,50.47008377,206,2293019
WYTCB,NE,2019,64215,Nebraska,50.47008377,206,2293019
BDFDB,NH,2019,312,New Hampshire,13.9338009,26,739179
BDPRP,NH,2019,57,New Hampshire,13.9338009,26,739179
BFFDB,NH,2019,312,New Hampshire,13.9338009,26,739179
BFPRP,NH,2019,57,New Hampshire,13.9338009,26,739179
CLPRB,NH,2019,0,New Hampshire,13.9338009,26,739179
CLPRK,NH,2019,0,New Hampshire,13.9338009,26,739179
CLPRP,NH,2019,0,New Hampshire,13.9338009,26,739179
COPRK,NH,2019,0,New Hampshire,13.9338009,26,739179
EMFDB,NH,2019,0,New Hampshire,13.9338009,26,739179
ENPRP,NH,2019,0,New Hampshire,13.9338009,26,739179
GETCB,NH,2019,29,New Hampshire,13.9338009,26,739179
HYTCB,NH,2019,13019,New Hampshire,13.9338009,26,739179
NCPRB,NH,2019,18137,New Hampshire,13.9338009,26,739179
NGMPB,NH,2019,0,New Hampshire,13.9338009,26,739179
NGMPK,NH,2019,0,New Hampshire,13.9338009,26,739179
NGMPP,NH,2019,0,New Hampshire,13.9338009,26,739179
NUETB,NH,2019,113890,New Hampshire,13.9338009,26,739179
PAPRB,NH,2019,0,New Hampshire,13.9338009,26,739179
PAPRP,NH,2019,0,New Hampshire,13.9338009,26,739179
REPRB,NH,2019,56018,New Hampshire,13.9338009,26,739179
SOTCB,NH,2019,1229,New Hampshire,13.9338009,26,739179
TEPRB,NH,2019,169909,New Hampshire,13.9338009,26,739179
TETCB,NH,2019,319667,New Hampshire,13.9338009,26,739179
WDEXB,NH,2019,0,New Hampshire,13.9338009,26,739179
WDPRB,NH,2019,33945,New Hampshire,13.9338009,26,739179
WDTCB,NH,2019,33945,New Hampshire,13.9338009,26,739179
WSTCB,NH,2019,3624,New Hampshire,13.9338009,26,739179
WWPRB,NH,2019,37569,New Hampshire,13.9338009,26,739179
WYTCB,NH,2019,3859,New Hampshire,13.9338009,26,739179
BDFDB,NJ,2019,0,New Jersey,100.8319854,17,314035
BDPRP,NJ,2019,0,New Jersey,100.8319854,17,314035
BFFDB,NJ,2019,0,New Jersey,100.8319854,17,314035
BFPRP,NJ,2019,0,New Jersey,100.8319854,17,314035
CLPRB,NJ,2019,0,New Jersey,100.8319854,17,314035
CLPRK,NJ,2019,0,New Jersey,100.8319854,17,314035
CLPRP,NJ,2019,0,New Jersey,100.8319854,17,314035
COPRK,NJ,2019,0,New Jersey,100.8319854,17,314035
EMFDB,NJ,2019,0,New Jersey,100.8319854,17,314035
ENPRP,NJ,2019,0,New Jersey,100.8319854,17,314035
GETCB,NJ,2019,466,New Jersey,100.8319854,17,314035
HYTCB,NJ,2019,236,New Jersey,100.8319854,17,314035
NCPRB,NJ,2019,32602,New Jersey,100.8319854,17,314035
NGMPB,NJ,2019,0,New Jersey,100.8319854,17,314035
NGMPK,NJ,2019,0,New Jersey,100.8319854,17,314035
NGMPP,NJ,2019,0,New Jersey,100.8319854,17,314035
NUETB,NJ,2019,278147,New Jersey,100.8319854,17,314035
PAPRB,NJ,2019,0,New Jersey,100.8319854,17,314035
PAPRP,NJ,2019,0,New Jersey,100.8319854,17,314035
REPRB,NJ,2019,49363,New Jersey,100.8319854,17,314035
SOTCB,NJ,2019,31705,New Jersey,100.8319854,17,314035
TEPRB,NJ,2019,327510,New Jersey,100.8319854,17,314035
TETCB,NJ,2019,2098952,New Jersey,100.8319854,17,314035
WDEXB,NJ,2019,0,New Jersey,100.8319854,17,314035
WDPRB,NJ,2019,3303,New Jersey,100.8319854,17,314035
WDTCB,NJ,2019,3303,New Jersey,100.8319854,17,314035
WSTCB,NJ,2019,13457,New Jersey,100.8319854,17,314035
WWPRB,NJ,2019,16761,New Jersey,100.8319854,17,314035
WYTCB,NJ,2019,196,New Jersey,100.8319854,17,314035
BDFDB,NM,2019,0,New Mexico,48.94208108,12,1493382
BDPRP,NM,2019,0,New Mexico,48.94208108,12,1493382
BFFDB,NM,2019,0,New Mexico,48.94208108,12,1493382
BFPRP,NM,2019,0,New Mexico,48.94208108,12,1493382
CLPRB,NM,2019,268307,New Mexico,48.94208108,12,1493382
CLPRK,NM,2019,18.459,New Mexico,48.94208108,12,1493382
CLPRP,NM,2019,14536,New Mexico,48.94208108,12,1493382
COPRK,NM,2019,5.698,New Mexico,48.94208108,12,1493382
EMFDB,NM,2019,0,New Mexico,48.94208108,12,1493382
ENPRP,NM,2019,0,New Mexico,48.94208108,12,1493382
GETCB,NM,2019,885,New Mexico,48.94208108,12,1493382
HYTCB,NM,2019,1409,New Mexico,48.94208108,12,1493382
NCPRB,NM,2019,78715,New Mexico,48.94208108,12,1493382
NGMPB,NM,2019,2068295,New Mexico,48.94208108,12,1493382
NGMPK,NM,2019,1.169,New Mexico,48.94208108,12,1493382
NGMPP,NM,2019,1769086,New Mexico,48.94208108,12,1493382
NUETB,NM,2019,0,New Mexico,48.94208108,12,1493382
PAPRB,NM,2019,1891645,New Mexico,48.94208108,12,1493382
PAPRP,NM,2019,331984,New Mexico,48.94208108,12,1493382
REPRB,NM,2019,94063,New Mexico,48.94208108,12,1493382
SOTCB,NM,2019,15047,New Mexico,48.94208108,12,1493382
TEPRB,NM,2019,4322310,New Mexico,48.94208108,12,1493382
TETCB,NM,2019,738484,New Mexico,48.94208108,12,1493382
WDEXB,NM,2019,0,New Mexico,48.94208108,12,1493382
WDPRB,NM,2019,14994,New Mexico,48.94208108,12,1493382
WDTCB,NM,2019,14994,New Mexico,48.94208108,12,1493382
WSTCB,NM,2019,354,New Mexico,48.94208108,12,1493382
WWPRB,NM,2019,15348,New Mexico,48.94208108,12,1493382
WYTCB,NM,2019,61374,New Mexico,48.94208108,12,1493382
BDFDB,NV,2019,0,Nevada,41.74259297,22,201782
BDPRP,NV,2019,0,Nevada,41.74259297,22,201782
BFFDB,NV,2019,0,Nevada,41.74259297,22,201782
BFPRP,NV,2019,0,Nevada,41.74259297,22,201782
CLPRB,NV,2019,0,Nevada,41.74259297,22,201782
CLPRK,NV,2019,0,Nevada,41.74259297,22,201782
CLPRP,NV,2019,0,Nevada,41.74259297,22,201782
COPRK,NV,2019,5.698,Nevada,41.74259297,22,201782
EMFDB,NV,2019,0,Nevada,41.74259297,22,201782
ENPRP,NV,2019,0,Nevada,41.74259297,22,201782
GETCB,NV,2019,36359,Nevada,41.74259297,22,201782
HYTCB,NV,2019,19966,Nevada,41.74259297,22,201782
NCPRB,NV,2019,109226,Nevada,41.74259297,22,201782
NGMPB,NV,2019,5,Nevada,41.74259297,22,201782
NGMPK,NV,2019,1.043,Nevada,41.74259297,22,201782
NGMPP,NV,2019,5,Nevada,41.74259297,22,201782
NUETB,NV,2019,0,Nevada,41.74259297,22,201782
PAPRB,NV,2019,1527,Nevada,41.74259297,22,201782
PAPRP,NV,2019,268,Nevada,41.74259297,22,201782
REPRB,NV,2019,113331,Nevada,41.74259297,22,201782
SOTCB,NV,2019,49969,Nevada,41.74259297,22,201782
TEPRB,NV,2019,114864,Nevada,41.74259297,22,201782
TETCB,NV,2019,779141,Nevada,41.74259297,22,201782
WDEXB,NV,2019,0,Nevada,41.74259297,22,201782
WDPRB,NV,2019,3196,Nevada,41.74259297,22,201782
WDTCB,NV,2019,3196,Nevada,41.74259297,22,201782
WSTCB,NV,2019,909,Nevada,41.74259297,22,201782
WWPRB,NV,2019,4105,Nevada,41.74259297,22,201782
WYTCB,NV,2019,2933,Nevada,41.74259297,22,201782
BDFDB,NY,2019,0,New York,168.9712856,69,30602444
BDPRP,NY,2019,0,New York,168.9712856,69,30602444
BFFDB,NY,2019,20042,New York,168.9712856,69,30602444
BFPRP,NY,2019,3519,New York,168.9712856,69,30602444
CLPRB,NY,2019,0,New York,168.9712856,69,30602444
CLPRK,NY,2019,0,New York,168.9712856,69,30602444
CLPRP,NY,2019,0,New York,168.9712856,69,30602444
COPRK,NY,2019,5.698,New York,168.9712856,69,30602444
EMFDB,NY,2019,20042,New York,168.9712856,69,30602444
ENPRP,NY,2019,3519,New York,168.9712856,69,30602444
GETCB,NY,2019,1185,New York,168.9712856,69,30602444
HYTCB,NY,2019,272679,New York,168.9712856,69,30602444
NCPRB,NY,2019,336052,New York,168.9712856,69,30602444
NGMPB,NY,2019,11313,New York,168.9712856,69,30602444
NGMPK,NY,2019,1.032,New York,168.9712856,69,30602444
NGMPP,NY,2019,10962,New York,168.9712856,69,30602444
NUETB,NY,2019,468481,New York,168.9712856,69,30602444
PAPRB,NY,2019,1561,New York,168.9712856,69,30602444
PAPRP,NY,2019,274,New York,168.9712856,69,30602444
REPRB,NY,2019,452190,New York,168.9712856,69,30602444
SOTCB,NY,2019,22509,New York,168.9712856,69,30602444
TEPRB,NY,2019,933544,New York,168.9712856,69,30602444
TETCB,NY,2019,3841948,New York,168.9712856,69,30602444
WDEXB,NY,2019,0,New York,168.9712856,69,30602444
WDPRB,NY,2019,64965,New York,168.9712856,69,30602444
WDTCB,NY,2019,64965,New York,168.9712856,69,30602444
WSTCB,NY,2019,31131,New York,168.9712856,69,30602444
WWPRB,NY,2019,96096,New York,168.9712856,69,30602444
WYTCB,NY,2019,39680,New York,168.9712856,69,30602444
BDFDB,OH,2019,7944,Ohio,196.6865897,44,2756315
BDPRP,OH,2019,1462,Ohio,196.6865897,44,2756315
BFFDB,OH,2019,93011,Ohio,196.6865897,44,2756315
BFPRP,OH,2019,16396,Ohio,196.6865897,44,2756315
CLPRB,OH,2019,192413,Ohio,196.6865897,44,2756315
CLPRK,OH,2019,24.735,Ohio,196.6865897,44,2756315
CLPRP,OH,2019,7779,Ohio,196.6865897,44,2756315
COPRK,OH,2019,5.698,Ohio,196.6865897,44,2756315
EMFDB,OH,2019,85066,Ohio,196.6865897,44,2756315
ENPRP,OH,2019,14934,Ohio,196.6865897,44,2756315
GETCB,OH,2019,3435,Ohio,196.6865897,44,2756315
HYTCB,OH,2019,3585,Ohio,196.6865897,44,2756315
NCPRB,OH,2019,28481,Ohio,196.6865897,44,2756315
NGMPB,OH,2019,2901090,Ohio,196.6865897,44,2756315
NGMPK,OH,2019,1.094,Ohio,196.6865897,44,2756315
NGMPP,OH,2019,2651631,Ohio,196.6865897,44,2756315
NUETB,OH,2019,177624,Ohio,196.6865897,44,2756315
PAPRB,OH,2019,159327,Ohio,196.6865897,44,2756315
PAPRP,OH,2019,27962,Ohio,196.6865897,44,2756315
REPRB,OH,2019,174087,Ohio,196.6865897,44,2756315
SOTCB,OH,2019,3269,Ohio,196.6865897,44,2756315
TEPRB,OH,2019,3604541,Ohio,196.6865897,44,2756315
TETCB,OH,2019,3637669,Ohio,196.6865897,44,2756315
WDEXB,OH,2019,0,Ohio,196.6865897,44,2756315
WDPRB,OH,2019,38646,Ohio,196.6865897,44,2756315
WDTCB,OH,2019,38646,Ohio,196.6865897,44,2756315
WSTCB,OH,2019,13949,Ohio,196.6865897,44,2756315
WWPRB,OH,2019,52595,Ohio,196.6865897,44,2756315
WYTCB,OH,2019,18192,Ohio,196.6865897,44,2756315
BDFDB,OK,2019,4115,Oklahoma,90.83789996,13,645165
BDPRP,OK,2019,757,Oklahoma,90.83789996,13,645165
BFFDB,OK,2019,4115,Oklahoma,90.83789996,13,645165
BFPRP,OK,2019,757,Oklahoma,90.83789996,13,645165
CLPRB,OK,2019,5153,Oklahoma,90.83789996,13,645165
CLPRK,OK,2019,22.665,Oklahoma,90.83789996,13,645165
CLPRP,OK,2019,227,Oklahoma,90.83789996,13,645165
COPRK,OK,2019,5.698,Oklahoma,90.83789996,13,645165
EMFDB,OK,2019,0,Oklahoma,90.83789996,13,645165
ENPRP,OK,2019,0,Oklahoma,90.83789996,13,645165
GETCB,OK,2019,24,Oklahoma,90.83789996,13,645165
HYTCB,OK,2019,34758,Oklahoma,90.83789996,13,645165
NCPRB,OK,2019,293834,Oklahoma,90.83789996,13,645165
NGMPB,OK,2019,3545508,Oklahoma,90.83789996,13,645165
NGMPK,OK,2019,1.168,Oklahoma,90.83789996,13,645165
NGMPP,OK,2019,3036052,Oklahoma,90.83789996,13,645165
NUETB,OK,2019,0,Oklahoma,90.83789996,13,645165
PAPRB,OK,2019,1228381,Oklahoma,90.83789996,13,645165
PAPRP,OK,2019,215581,Oklahoma,90.83789996,13,645165
REPRB,OK,2019,332320,Oklahoma,90.83789996,13,645165
SOTCB,OK,2019,734,Oklahoma,90.83789996,13,645165
TEPRB,OK,2019,5111362,Oklahoma,90.83789996,13,645165
TETCB,OK,2019,1684997,Oklahoma,90.83789996,13,645165
WDEXB,OK,2019,0,Oklahoma,90.83789996,13,645165
WDPRB,OK,2019,28447,Oklahoma,90.83789996,13,645165
WDTCB,OK,2019,28447,Oklahoma,90.83789996,13,645165
WSTCB,OK,2019,5924,Oklahoma,90.83789996,13,645165
WWPRB,OK,2019,34371,Oklahoma,90.83789996,13,645165
WYTCB,OK,2019,258317,Oklahoma,90.83789996,13,645165
BDFDB,OR,2019,1495,Oregon,41.83917874,75,13382214
BDPRP,OR,2019,275,Oregon,41.83917874,75,13382214
BFFDB,OR,2019,6579,Oregon,41.83917874,75,13382214
BFPRP,OR,2019,1168,Oregon,41.83917874,75,13382214
CLPRB,OR,2019,0,Oregon,41.83917874,75,13382214
CLPRK,OR,2019,0,Oregon,41.83917874,75,13382214
CLPRP,OR,2019,0,Oregon,41.83917874,75,13382214
COPRK,OR,2019,0,Oregon,41.83917874,75,13382214
EMFDB,OR,2019,5084,Oregon,41.83917874,75,13382214
ENPRP,OR,2019,892,Oregon,41.83917874,75,13382214
GETCB,OR,2019,2884,Oregon,41.83917874,75,13382214
HYTCB,OR,2019,270017,Oregon,41.83917874,75,13382214
NCPRB,OR,2019,340834,Oregon,41.83917874,75,13382214
NGMPB,OR,2019,420,Oregon,41.83917874,75,13382214
NGMPK,OR,2019,1.053,Oregon,41.83917874,75,13382214
NGMPP,OR,2019,399,Oregon,41.83917874,75,13382214
NUETB,OR,2019,0,Oregon,41.83917874,75,13382214
PAPRB,OR,2019,0,Oregon,41.83917874,75,13382214
PAPRP,OR,2019,0,Oregon,41.83917874,75,13382214
REPRB,OR,2019,426391,Oregon,41.83917874,75,13382214
SOTCB,OR,2019,9437,Oregon,41.83917874,75,13382214
TEPRB,OR,2019,426811,Oregon,41.83917874,75,13382214
TETCB,OR,2019,1027578,Oregon,41.83917874,75,13382214
WDEXB,OR,2019,0,Oregon,41.83917874,75,13382214
WDPRB,OR,2019,73558,Oregon,41.83917874,75,13382214
WDTCB,OR,2019,73558,Oregon,41.83917874,75,13382214
WSTCB,OR,2019,5420,Oregon,41.83917874,75,13382214
WWPRB,OR,2019,78977,Oregon,41.83917874,75,13382214
WYTCB,OR,2019,58496,Oregon,41.83917874,75,13382214
BDFDB,PA,2019,5557,Pennsylvania,218.7358219,58,2943270
BDPRP,PA,2019,1023,Pennsylvania,218.7358219,58,2943270
BFFDB,PA,2019,20133,Pennsylvania,218.7358219,58,2943270
BFPRP,PA,2019,3582,Pennsylvania,218.7358219,58,2943270
CLPRB,PA,2019,1250902,Pennsylvania,218.7358219,58,2943270
CLPRK,PA,2019,24.979,Pennsylvania,218.7358219,58,2943270
CLPRP,PA,2019,50078,Pennsylvania,218.7358219,58,2943270
COPRK,PA,2019,5.698,Pennsylvania,218.7358219,58,2943270
EMFDB,PA,2019,14576,Pennsylvania,218.7358219,58,2943270
ENPRP,PA,2019,2559,Pennsylvania,218.7358219,58,2943270
GETCB,PA,2019,2162,Pennsylvania,218.7358219,58,2943270
HYTCB,PA,2019,31195,Pennsylvania,218.7358219,58,2943270
NCPRB,PA,2019,68176,Pennsylvania,218.7358219,58,2943270
NGMPB,PA,2019,7296205,Pennsylvania,218.7358219,58,2943270
NGMPK,PA,2019,1.058,Pennsylvania,218.7358219,58,2943270
NGMPP,PA,2019,6896792,Pennsylvania,218.7358219,58,2943270
NUETB,PA,2019,869084,Pennsylvania,218.7358219,58,2943270
PAPRB,PA,2019,37362,Pennsylvania,218.7358219,58,2943270
PAPRP,PA,2019,6557,Pennsylvania,218.7358219,58,2943270
REPRB,PA,2019,201783,Pennsylvania,218.7358219,58,2943270
SOTCB,PA,2019,5873,Pennsylvania,218.7358219,58,2943270
TEPRB,PA,2019,9655336,Pennsylvania,218.7358219,58,2943270
TETCB,PA,2019,3818814,Pennsylvania,218.7358219,58,2943270
WDEXB,PA,2019,0,Pennsylvania,218.7358219,58,2943270
WDPRB,PA,2019,78020,Pennsylvania,218.7358219,58,2943270
WDTCB,PA,2019,78020,Pennsylvania,218.7358219,58,2943270
WSTCB,PA,2019,35453,Pennsylvania,218.7358219,58,2943270
WWPRB,PA,2019,113473,Pennsylvania,218.7358219,58,2943270
WYTCB,PA,2019,28946,Pennsylvania,218.7358219,58,2943270
BDFDB,RI,2019,546,Rhode Island,10.36524019,17,8838243
BDPRP,RI,2019,100,Rhode Island,10.36524019,17,8838243
BFFDB,RI,2019,546,Rhode Island,10.36524019,17,8838243
BFPRP,RI,2019,100,Rhode Island,10.36524019,17,8838243
CLPRB,RI,2019,0,Rhode Island,10.36524019,17,8838243
CLPRK,RI,2019,0,Rhode Island,10.36524019,17,8838243
